date,name,areaType,code,dailyCases,cumulativeCases,dailyDeaths,cumulativeDeaths
2020-07-25,West Midlands,region,E12000005,67.0,26827.0,0.0,
2020-07-25,Yorkshire and The Humber,region,E12000003,88.0,31568.0,0.0,
2020-07-24,East Midlands,region,E12000004,81.0,23146.0,0.0,
2020-07-24,East of England,region,E12000006,79.0,24645.0,0.0,
2020-07-24,London,region,E12000007,80.0,35136.0,0.0,
2020-07-24,North East,region,E12000001,7.0,15303.0,0.0,
2020-07-24,North West,region,E12000002,159.0,45322.0,0.0,
2020-07-24,South East,region,E12000008,64.0,35193.0,0.0,
2020-07-24,South West,region,E12000009,34.0,13156.0,0.0,
2020-07-24,West Midlands,region,E12000005,78.0,26760.0,0.0,
2020-07-24,Yorkshire and The Humber,region,E12000003,108.0,31480.0,0.0,
2020-07-23,East Midlands,region,E12000004,94.0,23065.0,0.0,
2020-07-23,East of England,region,E12000006,51.0,24566.0,0.0,
2020-07-23,London,region,E12000007,71.0,35056.0,0.0,
2020-07-23,North East,region,E12000001,8.0,15296.0,0.0,
2020-07-23,North West,region,E12000002,183.0,45163.0,0.0,
2020-07-23,South East,region,E12000008,76.0,35129.0,0.0,
2020-07-23,South West,region,E12000009,39.0,13122.0,0.0,
2020-07-23,West Midlands,region,E12000005,90.0,26682.0,0.0,
2020-07-23,Yorkshire and The Humber,region,E12000003,106.0,31372.0,0.0,
2020-07-22,East Midlands,region,E12000004,88.0,22971.0,0.0,
2020-07-22,East of England,region,E12000006,54.0,24515.0,0.0,
2020-07-22,London,region,E12000007,81.0,34985.0,0.0,
2020-07-22,North East,region,E12000001,16.0,15288.0,0.0,
2020-07-22,North West,region,E12000002,208.0,44980.0,0.0,
2020-07-22,South East,region,E12000008,76.0,35053.0,0.0,
2020-07-22,South West,region,E12000009,30.0,13083.0,0.0,
2020-07-22,West Midlands,region,E12000005,78.0,26592.0,0.0,
2020-07-22,Yorkshire and The Humber,region,E12000003,103.0,31266.0,0.0,
2020-07-21,East Midlands,region,E12000004,68.0,22883.0,0.0,
2020-07-21,East of England,region,E12000006,66.0,24461.0,0.0,
2020-07-21,London,region,E12000007,82.0,34904.0,0.0,
2020-07-21,North East,region,E12000001,14.0,15272.0,0.0,
2020-07-21,North West,region,E12000002,156.0,44772.0,0.0,
2020-07-21,South East,region,E12000008,77.0,34977.0,0.0,
2020-07-21,South West,region,E12000009,35.0,13053.0,0.0,
2020-07-21,West Midlands,region,E12000005,80.0,26514.0,0.0,
2020-07-21,Yorkshire and The Humber,region,E12000003,98.0,31163.0,0.0,
2020-07-20,East Midlands,region,E12000004,82.0,22815.0,0.0,
2020-07-20,East of England,region,E12000006,81.0,24395.0,0.0,
2020-07-20,London,region,E12000007,97.0,34822.0,0.0,
2020-07-20,North East,region,E12000001,11.0,15258.0,0.0,
2020-07-20,North West,region,E12000002,164.0,44616.0,0.0,
2020-07-20,South East,region,E12000008,87.0,34900.0,0.0,
2020-07-20,South West,region,E12000009,24.0,13018.0,0.0,
2020-07-20,West Midlands,region,E12000005,83.0,26434.0,0.0,
2020-07-20,Yorkshire and The Humber,region,E12000003,115.0,31065.0,0.0,
2020-07-19,East Midlands,region,E12000004,48.0,22733.0,0.0,
2020-07-19,East of England,region,E12000006,21.0,24314.0,0.0,
2020-07-19,London,region,E12000007,41.0,34725.0,0.0,
2020-07-19,North East,region,E12000001,7.0,15247.0,0.0,
2020-07-19,North West,region,E12000002,93.0,44452.0,0.0,
2020-07-19,South East,region,E12000008,46.0,34813.0,0.0,
2020-07-19,South West,region,E12000009,9.0,12994.0,0.0,
2020-07-19,West Midlands,region,E12000005,40.0,26351.0,0.0,
2020-07-19,Yorkshire and The Humber,region,E12000003,101.0,30950.0,0.0,
2020-07-18,East Midlands,region,E12000004,63.0,22685.0,0.0,
2020-07-18,East of England,region,E12000006,28.0,24293.0,0.0,
2020-07-18,London,region,E12000007,48.0,34684.0,0.0,
2020-07-18,North East,region,E12000001,4.0,15240.0,0.0,
2020-07-18,North West,region,E12000002,106.0,44359.0,0.0,
2020-07-18,South East,region,E12000008,54.0,34767.0,0.0,
2020-07-18,South West,region,E12000009,12.0,12985.0,0.0,
2020-07-18,West Midlands,region,E12000005,51.0,26311.0,0.0,
2020-07-18,Yorkshire and The Humber,region,E12000003,98.0,30849.0,0.0,
2020-07-17,East Midlands,region,E12000004,80.0,22622.0,0.0,
2020-07-17,East of England,region,E12000006,51.0,24265.0,0.0,
2020-07-17,London,region,E12000007,48.0,34636.0,0.0,
2020-07-17,North East,region,E12000001,10.0,15236.0,0.0,
2020-07-17,North West,region,E12000002,111.0,44253.0,0.0,
2020-07-17,South East,region,E12000008,49.0,34713.0,0.0,
2020-07-17,South West,region,E12000009,20.0,12973.0,0.0,
2020-07-17,West Midlands,region,E12000005,67.0,26260.0,0.0,
2020-07-17,Yorkshire and The Humber,region,E12000003,100.0,30751.0,0.0,
2020-07-16,East Midlands,region,E12000004,92.0,22542.0,0.0,
2020-07-16,East of England,region,E12000006,61.0,24214.0,0.0,
