,ReportingArea,Specimen date,New cases,Cumulative cases
2018,Rhondda Cynon Taf,2020-04-26,8,1059
2019,Rhondda Cynon Taf,2020-04-25,14,1051
2020,Rhondda Cynon Taf,2020-04-24,33,1037
2021,Rhondda Cynon Taf,2020-04-23,21,1004
2022,Rhondda Cynon Taf,2020-04-22,42,983
2023,Rhondda Cynon Taf,2020-04-21,29,941
2024,Rhondda Cynon Taf,2020-04-20,34,912
2025,Rhondda Cynon Taf,2020-04-19,23,878
2026,Rhondda Cynon Taf,2020-04-18,22,855
2027,Rhondda Cynon Taf,2020-04-17,43,833
2028,Rhondda Cynon Taf,2020-04-16,57,790
2029,Rhondda Cynon Taf,2020-04-15,46,733
2030,Rhondda Cynon Taf,2020-04-14,28,687
2031,Rhondda Cynon Taf,2020-04-13,31,659
2032,Rhondda Cynon Taf,2020-04-12,21,628
2033,Rhondda Cynon Taf,2020-04-11,34,607
2034,Rhondda Cynon Taf,2020-04-10,32,573
2035,Rhondda Cynon Taf,2020-04-09,42,541
2036,Rhondda Cynon Taf,2020-04-08,49,499
2037,Rhondda Cynon Taf,2020-04-07,43,450
2038,Rhondda Cynon Taf,2020-04-06,38,407
2039,Rhondda Cynon Taf,2020-04-05,22,369
2040,Rhondda Cynon Taf,2020-04-04,32,347
2041,Rhondda Cynon Taf,2020-04-03,42,315
2042,Rhondda Cynon Taf,2020-04-02,38,273
2043,Rhondda Cynon Taf,2020-04-01,40,235
2044,Rhondda Cynon Taf,2020-03-31,27,195
2045,Rhondda Cynon Taf,2020-03-30,37,168
2046,Rhondda Cynon Taf,2020-03-29,16,131
2047,Rhondda Cynon Taf,2020-03-28,14,115
2048,Rhondda Cynon Taf,2020-03-27,37,101
2049,Rhondda Cynon Taf,2020-03-26,17,64
2050,Rhondda Cynon Taf,2020-03-25,13,47
2051,Rhondda Cynon Taf,2020-03-24,11,34
2052,Rhondda Cynon Taf,2020-03-23,6,23
2053,Rhondda Cynon Taf,2020-03-22,5,17
2054,Rhondda Cynon Taf,2020-03-21,1,12
2055,Rhondda Cynon Taf,2020-03-20,6,11
2056,Rhondda Cynon Taf,2020-03-19,1,5
2057,Rhondda Cynon Taf,2020-03-18,0,4
2058,Rhondda Cynon Taf,2020-03-17,2,4
2059,Rhondda Cynon Taf,2020-03-16,0,2
2060,Rhondda Cynon Taf,2020-03-15,0,2
2061,Rhondda Cynon Taf,2020-03-14,0,2
2062,Rhondda Cynon Taf,2020-03-13,0,2
2063,Rhondda Cynon Taf,2020-03-12,0,2
2064,Rhondda Cynon Taf,2020-03-11,0,2
2065,Rhondda Cynon Taf,2020-03-10,0,2
2066,Rhondda Cynon Taf,2020-03-09,0,2
2067,Rhondda Cynon Taf,2020-03-08,0,2
2068,Rhondda Cynon Taf,2020-03-07,0,2
2069,Rhondda Cynon Taf,2020-03-06,0,2
2070,Rhondda Cynon Taf,2020-03-05,0,2
2071,Rhondda Cynon Taf,2020-03-04,0,2
2072,Rhondda Cynon Taf,2020-03-03,0,2
2073,Rhondda Cynon Taf,2020-03-02,1,2
2074,Rhondda Cynon Taf,2020-03-01,0,1
2075,Rhondda Cynon Taf,2020-02-29,0,1
2076,Rhondda Cynon Taf,2020-02-28,0,1
2077,Rhondda Cynon Taf,2020-02-27,0,1
2078,Rhondda Cynon Taf,2020-02-26,0,1
2079,Rhondda Cynon Taf,2020-02-25,0,1
2080,Rhondda Cynon Taf,2020-02-24,0,1
2081,Rhondda Cynon Taf,2020-02-23,0,1
2082,Rhondda Cynon Taf,2020-02-22,0,1
2083,Rhondda Cynon Taf,2020-02-21,0,1
2084,Rhondda Cynon Taf,2020-02-20,0,1
2085,Rhondda Cynon Taf,2020-02-19,0,1
2086,Rhondda Cynon Taf,2020-02-18,0,1
2087,Rhondda Cynon Taf,2020-02-17,0,1
2088,Rhondda Cynon Taf,2020-02-16,0,1
2089,Rhondda Cynon Taf,2020-02-15,0,1
2090,Rhondda Cynon Taf,2020-02-14,0,1
2091,Rhondda Cynon Taf,2020-02-13,0,1
2092,Rhondda Cynon Taf,2020-02-12,0,1
2093,Rhondda Cynon Taf,2020-02-11,0,1
2094,Rhondda Cynon Taf,2020-02-10,0,1
2095,Rhondda Cynon Taf,2020-02-09,0,1
2096,Rhondda Cynon Taf,2020-02-08,0,1
2097,Rhondda Cynon Taf,2020-02-07,0,1
2098,Rhondda Cynon Taf,2020-02-06,0,1
2099,Rhondda Cynon Taf,2020-02-05,0,1
2100,Rhondda Cynon Taf,2020-02-04,0,1
2101,Rhondda Cynon Taf,2020-02-03,0,1
2102,Rhondda Cynon Taf,2020-02-02,0,1
2103,Rhondda Cynon Taf,2020-02-01,0,1
2104,Rhondda Cynon Taf,2020-01-31,0,1
2105,Rhondda Cynon Taf,2020-01-30,0,1
2106,Rhondda Cynon Taf,2020-01-29,0,1
2107,Rhondda Cynon Taf,2020-01-28,0,1
2108,Rhondda Cynon Taf,2020-01-27,0,1
2109,Rhondda Cynon Taf,2020-01-26,0,1
2110,Rhondda Cynon Taf,2020-01-25,0,1
2111,Rhondda Cynon Taf,2020-01-24,0,1
2112,Rhondda Cynon Taf,2020-01-23,0,1
2113,Rhondda Cynon Taf,2020-01-22,1,1
2114,Rhondda Cynon Taf,2020-01-21,0,0
2115,Rhondda Cynon Taf,2020-01-20,0,0
2116,Rhondda Cynon Taf,2020-01-19,0,0
2117,Rhondda Cynon Taf,2020-01-18,0,0
2118,Rhondda Cynon Taf,2020-01-17,0,0
2119,Rhondda Cynon Taf,2020-01-16,0,0
2120,Rhondda Cynon Taf,2020-01-15,0,0
2121,Rhondda Cynon Taf,2020-01-14,0,0
2122,Rhondda Cynon Taf,2020-01-13,0,0
2123,Rhondda Cynon Taf,2020-01-12,0,0
2124,Rhondda Cynon Taf,2020-01-11,0,0
2125,Rhondda Cynon Taf,2020-01-10,0,0
2126,Rhondda Cynon Taf,2020-01-09,0,0
2127,Rhondda Cynon Taf,2020-01-08,0,0
2128,Swansea,2020-04-28,0,1019
2129,Swansea,2020-04-27,0,1019
2130,Swansea,2020-04-26,10,1019
2131,Swansea,2020-04-25,9,1009
2132,Swansea,2020-04-24,34,1000
2133,Swansea,2020-04-23,35,966
2134,Swansea,2020-04-22,29,931
2135,Swansea,2020-04-21,33,902
2136,Swansea,2020-04-20,16,869
2137,Swansea,2020-04-19,27,853
2138,Swansea,2020-04-18,26,826
2139,Swansea,2020-04-17,37,800
2140,Swansea,2020-04-16,43,763
2141,Swansea,2020-04-15,47,720
2142,Swansea,2020-04-14,27,673
2143,Swansea,2020-04-13,35,646
2144,Swansea,2020-04-12,41,611
2145,Swansea,2020-04-11,22,570
2146,Swansea,2020-04-10,42,548
2147,Swansea,2020-04-09,48,506
2148,Swansea,2020-04-08,53,458
2149,Swansea,2020-04-07,39,405
2150,Swansea,2020-04-06,46,366
2151,Swansea,2020-04-05,28,320
2152,Swansea,2020-04-04,38,292
2153,Swansea,2020-04-03,43,254
2154,Swansea,2020-04-02,27,211
2155,Swansea,2020-04-01,25,184
2156,Swansea,2020-03-31,17,159
2157,Swansea,2020-03-30,29,142
2158,Swansea,2020-03-29,12,113
2159,Swansea,2020-03-28,8,101
2160,Swansea,2020-03-27,15,93
2161,Swansea,2020-03-26,9,78
2162,Swansea,2020-03-25,10,69
2163,Swansea,2020-03-24,13,59
2164,Swansea,2020-03-23,9,46
2165,Swansea,2020-03-22,5,37
2166,Swansea,2020-03-21,2,32
2167,Swansea,2020-03-20,4,30
2168,Swansea,2020-03-19,4,26
2169,Swansea,2020-03-18,2,22
2170,Swansea,2020-03-17,17,20
2171,Swansea,2020-03-16,0,3
2172,Swansea,2020-03-15,1,3
2173,Swansea,2020-03-14,0,2
2174,Swansea,2020-03-13,0,2
2175,Swansea,2020-03-12,2,2
2176,Swansea,2020-03-11,0,0
2177,Swansea,2020-03-10,0,0
2178,Swansea,2020-03-09,0,0
2179,Swansea,2020-03-08,0,0
2180,Swansea,2020-03-07,0,0
2181,Swansea,2020-03-06,0,0
2182,Swansea,2020-03-05,0,0
2183,Swansea,2020-03-04,0,0
2184,Swansea,2020-03-03,0,0
2185,Swansea,2020-03-02,0,0
2186,Swansea,2020-03-01,0,0
2187,Swansea,2020-02-29,0,0
2188,Swansea,2020-02-28,0,0
2189,Swansea,2020-02-27,0,0
2190,Swansea,2020-02-26,0,0
2191,Swansea,2020-02-25,0,0
2192,Swansea,2020-02-24,0,0
2193,Swansea,2020-02-23,0,0
2194,Swansea,2020-02-22,0,0
2195,Swansea,2020-02-21,0,0
2196,Swansea,2020-02-20,0,0
2197,Swansea,2020-02-19,0,0
2198,Swansea,2020-02-18,0,0
2199,Swansea,2020-02-17,0,0
2200,Swansea,2020-02-16,0,0
2201,Swansea,2020-02-15,0,0
2202,Swansea,2020-02-14,0,0
2203,Swansea,2020-02-13,0,0
2204,Swansea,2020-02-12,0,0
2205,Swansea,2020-02-11,0,0
2206,Swansea,2020-02-10,0,0
2207,Swansea,2020-02-09,0,0
2208,Swansea,2020-02-08,0,0
2209,Swansea,2020-02-07,0,0
2210,Swansea,2020-02-06,0,0
2211,Swansea,2020-02-05,0,0
2212,Swansea,2020-02-04,0,0
2213,Swansea,2020-02-03,0,0
2214,Swansea,2020-02-02,0,0
2215,Swansea,2020-02-01,0,0
2216,Swansea,2020-01-31,0,0
2217,Swansea,2020-01-30,0,0
2218,Swansea,2020-01-29,0,0
2219,Swansea,2020-01-28,0,0
2220,Swansea,2020-01-27,0,0
2221,Swansea,2020-01-26,0,0
2222,Swansea,2020-01-25,0,0
2223,Swansea,2020-01-24,0,0
2224,Swansea,2020-01-23,0,0
2225,Swansea,2020-01-22,0,0
2226,Swansea,2020-01-21,0,0
2227,Swansea,2020-01-20,0,0
2228,Swansea,2020-01-19,0,0
2229,Swansea,2020-01-18,0,0
2230,Swansea,2020-01-17,0,0
2231,Swansea,2020-01-16,0,0
2232,Swansea,2020-01-15,0,0
2233,Swansea,2020-01-14,0,0
2234,Swansea,2020-01-13,0,0
2235,Swansea,2020-01-12,0,0
2236,Swansea,2020-01-11,0,0
2237,Swansea,2020-01-10,0,0
2238,Swansea,2020-01-09,0,0
2239,Swansea,2020-01-08,0,0
2240,Torfaen,2020-04-28,0,295
2241,Torfaen,2020-04-27,0,295
2242,Torfaen,2020-04-26,0,295
2243,Torfaen,2020-04-25,1,295
2244,Torfaen,2020-04-24,6,294
2245,Torfaen,2020-04-23,3,288
2246,Torfaen,2020-04-22,1,285
2247,Torfaen,2020-04-21,4,284
2248,Torfaen,2020-04-20,3,280
2249,Torfaen,2020-04-19,2,277
2250,Torfaen,2020-04-18,5,275
2251,Torfaen,2020-04-17,5,270
2252,Torfaen,2020-04-16,11,265
2253,Torfaen,2020-04-15,12,254
2254,Torfaen,2020-04-14,8,242
2255,Torfaen,2020-04-13,2,234
2256,Torfaen,2020-04-12,0,232
2257,Torfaen,2020-04-11,5,232
2258,Torfaen,2020-04-10,8,227
2259,Torfaen,2020-04-09,6,219
2260,Torfaen,2020-04-08,12,213
2261,Torfaen,2020-04-07,5,201
2262,Torfaen,2020-04-06,22,196
2263,Torfaen,2020-04-05,8,174
2264,Torfaen,2020-04-04,10,166
2265,Torfaen,2020-04-03,10,156
2266,Torfaen,2020-04-02,13,146
2267,Torfaen,2020-04-01,16,133
2268,Torfaen,2020-03-31,7,117
2269,Torfaen,2020-03-30,20,110
2270,Torfaen,2020-03-29,9,90
2271,Torfaen,2020-03-28,6,81
2272,Torfaen,2020-03-27,8,75
2273,Torfaen,2020-03-26,9,67
2274,Torfaen,2020-03-25,9,58
2275,Torfaen,2020-03-24,7,49
2276,Torfaen,2020-03-23,14,42
2277,Torfaen,2020-03-22,5,28
2278,Torfaen,2020-03-21,2,23
2279,Torfaen,2020-03-20,5,21
2280,Torfaen,2020-03-19,7,16
2281,Torfaen,2020-03-18,3,9
2282,Torfaen,2020-03-17,5,6
2283,Torfaen,2020-03-16,1,1
2284,Torfaen,2020-03-15,0,0
2285,Torfaen,2020-03-14,0,0
2286,Torfaen,2020-03-13,0,0
2287,Torfaen,2020-03-12,0,0
2288,Torfaen,2020-03-11,0,0
2289,Torfaen,2020-03-10,0,0
2290,Torfaen,2020-03-09,0,0
2291,Torfaen,2020-03-08,0,0
2292,Torfaen,2020-03-07,0,0
2293,Torfaen,2020-03-06,0,0
2294,Torfaen,2020-03-05,0,0
2295,Torfaen,2020-03-04,0,0
2296,Torfaen,2020-03-03,0,0
2297,Torfaen,2020-03-02,0,0
2298,Torfaen,2020-03-01,0,0
2299,Torfaen,2020-02-29,0,0
2300,Torfaen,2020-02-28,0,0
2301,Torfaen,2020-02-27,0,0
2302,Torfaen,2020-02-26,0,0
2303,Torfaen,2020-02-25,0,0
2304,Torfaen,2020-02-24,0,0
2305,Torfaen,2020-02-23,0,0
2306,Torfaen,2020-02-22,0,0
2307,Torfaen,2020-02-21,0,0
2308,Torfaen,2020-02-20,0,0
2309,Torfaen,2020-02-19,0,0
2310,Torfaen,2020-02-18,0,0
2311,Torfaen,2020-02-17,0,0
2312,Torfaen,2020-02-16,0,0
2313,Torfaen,2020-02-15,0,0
2314,Torfaen,2020-02-14,0,0
2315,Torfaen,2020-02-13,0,0
2316,Torfaen,2020-02-12,0,0
2317,Torfaen,2020-02-11,0,0
2318,Torfaen,2020-02-10,0,0
2319,Torfaen,2020-02-09,0,0
2320,Torfaen,2020-02-08,0,0
2321,Torfaen,2020-02-07,0,0
2322,Torfaen,2020-02-06,0,0
2323,Torfaen,2020-02-05,0,0
2324,Torfaen,2020-02-04,0,0
2325,Torfaen,2020-02-03,0,0
2326,Torfaen,2020-02-02,0,0
2327,Torfaen,2020-02-01,0,0
2328,Torfaen,2020-01-31,0,0
2329,Torfaen,2020-01-30,0,0
2330,Torfaen,2020-01-29,0,0
2331,Torfaen,2020-01-28,0,0
2332,Torfaen,2020-01-27,0,0
2333,Torfaen,2020-01-26,0,0
2334,Torfaen,2020-01-25,0,0
2335,Torfaen,2020-01-24,0,0
2336,Torfaen,2020-01-23,0,0
2337,Torfaen,2020-01-22,0,0
2338,Torfaen,2020-01-21,0,0
2339,Torfaen,2020-01-20,0,0
2340,Torfaen,2020-01-19,0,0
2341,Torfaen,2020-01-18,0,0
2342,Torfaen,2020-01-17,0,0
2343,Torfaen,2020-01-16,0,0
2344,Torfaen,2020-01-15,0,0
2345,Torfaen,2020-01-14,0,0
2346,Torfaen,2020-01-13,0,0
2347,Torfaen,2020-01-12,0,0
2348,Torfaen,2020-01-11,0,0
2349,Torfaen,2020-01-10,0,0
2350,Torfaen,2020-01-09,0,0
2351,Torfaen,2020-01-08,0,0
2352,Unknown,2020-04-28,0,79
2353,Unknown,2020-04-27,0,79
2354,Unknown,2020-04-26,0,79
2355,Unknown,2020-04-25,0,79
2356,Unknown,2020-04-24,3,79
2357,Unknown,2020-04-23,0,76
2358,Unknown,2020-04-22,1,76
2359,Unknown,2020-04-21,2,75
2360,Unknown,2020-04-20,2,73
2361,Unknown,2020-04-19,3,71
2362,Unknown,2020-04-18,4,68
2363,Unknown,2020-04-17,1,64
2364,Unknown,2020-04-16,0,63
2365,Unknown,2020-04-15,3,63
2366,Unknown,2020-04-14,5,60
2367,Unknown,2020-04-13,3,55
2368,Unknown,2020-04-12,3,52
2369,Unknown,2020-04-11,0,49
2370,Unknown,2020-04-10,6,49
2371,Unknown,2020-04-09,1,43
2372,Unknown,2020-04-08,1,42
2373,Unknown,2020-04-07,2,41
2374,Unknown,2020-04-06,1,39
2375,Unknown,2020-04-05,1,38
2376,Unknown,2020-04-04,1,37
2377,Unknown,2020-04-03,5,36
2378,Unknown,2020-04-02,1,31
2379,Unknown,2020-04-01,3,30
2380,Unknown,2020-03-31,2,27
2381,Unknown,2020-03-30,4,25
2382,Unknown,2020-03-29,1,21
2383,Unknown,2020-03-28,0,20
2384,Unknown,2020-03-27,5,20
2385,Unknown,2020-03-26,2,15
2386,Unknown,2020-03-25,5,13
2387,Unknown,2020-03-24,5,8
2388,Unknown,2020-03-23,1,3
2389,Unknown,2020-03-22,0,2
2390,Unknown,2020-03-21,0,2
2391,Unknown,2020-03-20,0,2
2392,Unknown,2020-03-19,0,2
2393,Unknown,2020-03-18,1,2
2394,Unknown,2020-03-17,1,1
2395,Unknown,2020-03-16,0,0
2396,Unknown,2020-03-15,0,0
2397,Unknown,2020-03-14,0,0
2398,Unknown,2020-03-13,0,0
2399,Unknown,2020-03-12,0,0
2400,Unknown,2020-03-11,0,0
2401,Unknown,2020-03-10,0,0
2402,Unknown,2020-03-09,0,0
2403,Unknown,2020-03-08,0,0
2404,Unknown,2020-03-07,0,0
2405,Unknown,2020-03-06,0,0
2406,Unknown,2020-03-05,0,0
2407,Unknown,2020-03-04,0,0
2408,Unknown,2020-03-03,0,0
2409,Unknown,2020-03-02,0,0
2410,Unknown,2020-03-01,0,0
2411,Unknown,2020-02-29,0,0
2412,Unknown,2020-02-28,0,0
2413,Unknown,2020-02-27,0,0
2414,Unknown,2020-02-26,0,0
2415,Unknown,2020-02-25,0,0
2416,Unknown,2020-02-24,0,0
2417,Unknown,2020-02-23,0,0
2418,Unknown,2020-02-22,0,0
2419,Unknown,2020-02-21,0,0
2420,Unknown,2020-02-20,0,0
2421,Unknown,2020-02-19,0,0
2422,Unknown,2020-02-18,0,0
2423,Unknown,2020-02-17,0,0
2424,Unknown,2020-02-16,0,0
2425,Unknown,2020-02-15,0,0
2426,Unknown,2020-02-14,0,0
2427,Unknown,2020-02-13,0,0
2428,Unknown,2020-02-12,0,0
2429,Unknown,2020-02-11,0,0
2430,Unknown,2020-02-10,0,0
2431,Unknown,2020-02-09,0,0
2432,Unknown,2020-02-08,0,0
2433,Unknown,2020-02-07,0,0
2434,Unknown,2020-02-06,0,0
2435,Unknown,2020-02-05,0,0
2436,Unknown,2020-02-04,0,0
2437,Unknown,2020-02-03,0,0
2438,Unknown,2020-02-02,0,0
2439,Unknown,2020-02-01,0,0
2440,Unknown,2020-01-31,0,0
2441,Unknown,2020-01-30,0,0
2442,Unknown,2020-01-29,0,0
2443,Unknown,2020-01-28,0,0
2444,Unknown,2020-01-27,0,0
2445,Unknown,2020-01-26,0,0
2446,Unknown,2020-01-25,0,0
2447,Unknown,2020-01-24,0,0
2448,Unknown,2020-01-23,0,0
2449,Unknown,2020-01-22,0,0
2450,Unknown,2020-01-21,0,0
2451,Unknown,2020-01-20,0,0
2452,Unknown,2020-01-19,0,0
2453,Unknown,2020-01-18,0,0
2454,Unknown,2020-01-17,0,0
2455,Unknown,2020-01-16,0,0
2456,Unknown,2020-01-15,0,0
2457,Unknown,2020-01-14,0,0
2458,Unknown,2020-01-13,0,0
2459,Unknown,2020-01-12,0,0
2460,Unknown,2020-01-11,0,0
2461,Unknown,2020-01-10,0,0
2462,Unknown,2020-01-09,0,0
2463,Unknown,2020-01-08,0,0
2464,Vale of Glamorgan,2020-04-28,0,507
2465,Vale of Glamorgan,2020-04-27,0,507
2466,Vale of Glamorgan,2020-04-26,6,507
2467,Vale of Glamorgan,2020-04-25,6,501
2468,Vale of Glamorgan,2020-04-24,14,495
2469,Vale of Glamorgan,2020-04-23,8,481
2470,Vale of Glamorgan,2020-04-22,8,473
2471,Vale of Glamorgan,2020-04-21,14,465
2472,Vale of Glamorgan,2020-04-20,12,451
2473,Vale of Glamorgan,2020-04-19,14,439
2474,Vale of Glamorgan,2020-04-18,7,425
2475,Vale of Glamorgan,2020-04-17,11,418
2476,Vale of Glamorgan,2020-04-16,12,407
2477,Vale of Glamorgan,2020-04-15,18,395
2478,Vale of Glamorgan,2020-04-14,19,377
2479,Vale of Glamorgan,2020-04-13,12,358
2480,Vale of Glamorgan,2020-04-12,16,346
2481,Vale of Glamorgan,2020-04-11,8,330
2482,Vale of Glamorgan,2020-04-10,17,322
2483,Vale of Glamorgan,2020-04-09,26,305
2484,Vale of Glamorgan,2020-04-08,14,279
2485,Vale of Glamorgan,2020-04-07,22,265
2486,Vale of Glamorgan,2020-04-06,27,243
2487,Vale of Glamorgan,2020-04-05,19,216
2488,Vale of Glamorgan,2020-04-04,16,197
2489,Vale of Glamorgan,2020-04-03,13,181
2490,Vale of Glamorgan,2020-04-02,19,168
2491,Vale of Glamorgan,2020-04-01,18,149
2492,Vale of Glamorgan,2020-03-31,14,131
2493,Vale of Glamorgan,2020-03-30,18,117
2494,Vale of Glamorgan,2020-03-29,11,99
2495,Vale of Glamorgan,2020-03-28,18,88
2496,Vale of Glamorgan,2020-03-27,9,70
2497,Vale of Glamorgan,2020-03-26,17,61
2498,Vale of Glamorgan,2020-03-25,10,44
2499,Vale of Glamorgan,2020-03-24,17,34
2500,Vale of Glamorgan,2020-03-23,5,17
2501,Vale of Glamorgan,2020-03-22,1,12
2502,Vale of Glamorgan,2020-03-21,5,11
2503,Vale of Glamorgan,2020-03-20,1,6
2504,Vale of Glamorgan,2020-03-19,2,5
2505,Vale of Glamorgan,2020-03-18,2,3
2506,Vale of Glamorgan,2020-03-17,1,1
2507,Vale of Glamorgan,2020-03-16,0,0
2508,Vale of Glamorgan,2020-03-15,0,0
2509,Vale of Glamorgan,2020-03-14,0,0
2510,Vale of Glamorgan,2020-03-13,0,0
2511,Vale of Glamorgan,2020-03-12,0,0
2512,Vale of Glamorgan,2020-03-11,0,0
2513,Vale of Glamorgan,2020-03-10,0,0
2514,Vale of Glamorgan,2020-03-09,0,0
2515,Vale of Glamorgan,2020-03-08,0,0
2516,Vale of Glamorgan,2020-03-07,0,0
2517,Vale of Glamorgan,2020-03-06,0,0
2518,Vale of Glamorgan,2020-03-05,0,0
2519,Vale of Glamorgan,2020-03-04,0,0
2520,Vale of Glamorgan,2020-03-03,0,0
2521,Vale of Glamorgan,2020-03-02,0,0
2522,Vale of Glamorgan,2020-03-01,0,0
2523,Vale of Glamorgan,2020-02-29,0,0
2524,Vale of Glamorgan,2020-02-28,0,0
2525,Vale of Glamorgan,2020-02-27,0,0
2526,Vale of Glamorgan,2020-02-26,0,0
2527,Vale of Glamorgan,2020-02-25,0,0
2528,Vale of Glamorgan,2020-02-24,0,0
2529,Vale of Glamorgan,2020-02-23,0,0
2530,Vale of Glamorgan,2020-02-22,0,0
2531,Vale of Glamorgan,2020-02-21,0,0
2532,Vale of Glamorgan,2020-02-20,0,0
2533,Vale of Glamorgan,2020-02-19,0,0
2534,Vale of Glamorgan,2020-02-18,0,0
2535,Vale of Glamorgan,2020-02-17,0,0
2536,Vale of Glamorgan,2020-02-16,0,0
2537,Vale of Glamorgan,2020-02-15,0,0
2538,Vale of Glamorgan,2020-02-14,0,0
2539,Vale of Glamorgan,2020-02-13,0,0
2540,Vale of Glamorgan,2020-02-12,0,0
2541,Vale of Glamorgan,2020-02-11,0,0
2542,Vale of Glamorgan,2020-02-10,0,0
2543,Vale of Glamorgan,2020-02-09,0,0
2544,Vale of Glamorgan,2020-02-08,0,0
2545,Vale of Glamorgan,2020-02-07,0,0
2546,Vale of Glamorgan,2020-02-06,0,0
2547,Vale of Glamorgan,2020-02-05,0,0
2548,Vale of Glamorgan,2020-02-04,0,0
2549,Vale of Glamorgan,2020-02-03,0,0
2550,Vale of Glamorgan,2020-02-02,0,0
2551,Vale of Glamorgan,2020-02-01,0,0
2552,Vale of Glamorgan,2020-01-31,0,0
2553,Vale of Glamorgan,2020-01-30,0,0
2554,Vale of Glamorgan,2020-01-29,0,0
2555,Vale of Glamorgan,2020-01-28,0,0
2556,Vale of Glamorgan,2020-01-27,0,0
2557,Vale of Glamorgan,2020-01-26,0,0
2558,Vale of Glamorgan,2020-01-25,0,0
2559,Vale of Glamorgan,2020-01-24,0,0
2560,Vale of Glamorgan,2020-01-23,0,0
2561,Vale of Glamorgan,2020-01-22,0,0
2562,Vale of Glamorgan,2020-01-21,0,0
2563,Vale of Glamorgan,2020-01-20,0,0
2564,Vale of Glamorgan,2020-01-19,0,0
2565,Vale of Glamorgan,2020-01-18,0,0
2566,Vale of Glamorgan,2020-01-17,0,0
2567,Vale of Glamorgan,2020-01-16,0,0
2568,Vale of Glamorgan,2020-01-15,0,0
2569,Vale of Glamorgan,2020-01-14,0,0
2570,Vale of Glamorgan,2020-01-13,0,0
2571,Vale of Glamorgan,2020-01-12,0,0
2572,Vale of Glamorgan,2020-01-11,0,0
2573,Vale of Glamorgan,2020-01-10,0,0
2574,Vale of Glamorgan,2020-01-09,0,0
2575,Vale of Glamorgan,2020-01-08,0,0
2576,Wrexham,2020-04-28,0,230
2577,Wrexham,2020-04-27,0,230
2578,Wrexham,2020-04-26,0,230
2579,Wrexham,2020-04-25,1,230
2580,Wrexham,2020-04-24,10,229
2581,Wrexham,2020-04-23,7,219
2582,Wrexham,2020-04-22,9,212
2583,Wrexham,2020-04-21,9,203
2584,Wrexham,2020-04-20,10,194
2585,Wrexham,2020-04-19,6,184
2586,Wrexham,2020-04-18,5,178
2587,Wrexham,2020-04-17,13,173
2588,Wrexham,2020-04-16,19,160
2589,Wrexham,2020-04-15,14,141
2590,Wrexham,2020-04-14,12,127
2591,Wrexham,2020-04-13,6,115
2592,Wrexham,2020-04-12,7,109
2593,Wrexham,2020-04-11,5,102
2594,Wrexham,2020-04-10,6,97
2595,Wrexham,2020-04-09,9,91
2596,Wrexham,2020-04-08,8,82
2597,Wrexham,2020-04-07,10,74
2598,Wrexham,2020-04-06,3,64
2599,Wrexham,2020-04-05,4,61
2600,Wrexham,2020-04-04,6,57
2601,Wrexham,2020-04-03,3,51
2602,Wrexham,2020-04-02,6,48
2603,Wrexham,2020-04-01,9,42
2604,Wrexham,2020-03-31,5,33
2605,Wrexham,2020-03-30,3,28
2606,Wrexham,2020-03-29,1,25
2607,Wrexham,2020-03-28,3,24
2608,Wrexham,2020-03-27,1,21
2609,Wrexham,2020-03-26,3,20
2610,Wrexham,2020-03-25,5,17
2611,Wrexham,2020-03-24,5,12
2612,Wrexham,2020-03-23,0,7
2613,Wrexham,2020-03-22,2,7
2614,Wrexham,2020-03-21,1,5
2615,Wrexham,2020-03-20,1,4
2616,Wrexham,2020-03-19,1,3
2617,Wrexham,2020-03-18,0,2
2618,Wrexham,2020-03-17,2,2
2619,Wrexham,2020-03-16,0,0
2620,Wrexham,2020-03-15,0,0
2621,Wrexham,2020-03-14,0,0
2622,Wrexham,2020-03-13,0,0
2623,Wrexham,2020-03-12,0,0
2624,Wrexham,2020-03-11,0,0
2625,Wrexham,2020-03-10,0,0
2626,Wrexham,2020-03-09,0,0
2627,Wrexham,2020-03-08,0,0
2628,Wrexham,2020-03-07,0,0
2629,Wrexham,2020-03-06,0,0
2630,Wrexham,2020-03-05,0,0
2631,Wrexham,2020-03-04,0,0
2632,Wrexham,2020-03-03,0,0
2633,Wrexham,2020-03-02,0,0
2634,Wrexham,2020-03-01,0,0
2635,Wrexham,2020-02-29,0,0
2636,Wrexham,2020-02-28,0,0
2637,Wrexham,2020-02-27,0,0
2638,Wrexham,2020-02-26,0,0
2639,Wrexham,2020-02-25,0,0
2640,Wrexham,2020-02-24,0,0
2641,Wrexham,2020-02-23,0,0
2642,Wrexham,2020-02-22,0,0
2643,Wrexham,2020-02-21,0,0
2644,Wrexham,2020-02-20,0,0
2645,Wrexham,2020-02-19,0,0
2646,Wrexham,2020-02-18,0,0
2647,Wrexham,2020-02-17,0,0
2648,Wrexham,2020-02-16,0,0
2649,Wrexham,2020-02-15,0,0
2650,Wrexham,2020-02-14,0,0
2651,Wrexham,2020-02-13,0,0
2652,Wrexham,2020-02-12,0,0
2653,Wrexham,2020-02-11,0,0
2654,Wrexham,2020-02-10,0,0
2655,Wrexham,2020-02-09,0,0
2656,Wrexham,2020-02-08,0,0
2657,Wrexham,2020-02-07,0,0
2658,Wrexham,2020-02-06,0,0
2659,Wrexham,2020-02-05,0,0
