,Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
2599,Wrexham,2020-04-05,4,61,44.800000000000004,10,309
2600,Wrexham,2020-04-04,6,57,41.900000000000006,28,299
2601,Wrexham,2020-04-03,3,51,37.5,24,271
2602,Wrexham,2020-04-02,6,48,35.300000000000004,17,247
2603,Wrexham,2020-04-01,9,42,30.900000000000002,26,230
2604,Wrexham,2020-03-31,5,33,24.200000000000003,25,204
2605,Wrexham,2020-03-30,3,28,20.6,25,179
2606,Wrexham,2020-03-29,1,25,18.400000000000002,5,154
2607,Wrexham,2020-03-28,3,24,17.6,7,149
2608,Wrexham,2020-03-27,1,21,15.4,13,142
2609,Wrexham,2020-03-26,3,20,14.700000000000001,17,129
2610,Wrexham,2020-03-25,5,17,12.5,12,112
2611,Wrexham,2020-03-24,5,12,8.8,24,100
2612,Wrexham,2020-03-23,0,7,5.1000000000000005,10,76
2613,Wrexham,2020-03-22,2,7,5.1000000000000005,5,66
2614,Wrexham,2020-03-21,1,5,3.7,4,61
2615,Wrexham,2020-03-20,1,4,2.9000000000000004,11,57
2616,Wrexham,2020-03-19,1,3,2.2,13,46
2617,Wrexham,2020-03-18,0,2,1.5,2,33
2618,Wrexham,2020-03-17,2,2,1.5,29,31
2619,Wrexham,2020-03-16,0,0,0.0,0,2
2620,Wrexham,2020-03-15,0,0,0.0,0,2
2621,Wrexham,2020-03-14,0,0,0.0,0,2
2622,Wrexham,2020-03-13,0,0,0.0,0,2
2623,Wrexham,2020-03-12,0,0,0.0,0,2
2624,Wrexham,2020-03-11,0,0,0.0,0,2
2625,Wrexham,2020-03-10,0,0,0.0,0,2
2626,Wrexham,2020-03-09,0,0,0.0,0,2
2627,Wrexham,2020-03-08,0,0,0.0,0,2
2628,Wrexham,2020-03-07,0,0,0.0,0,2
2629,Wrexham,2020-03-06,0,0,0.0,1,2
2630,Wrexham,2020-03-05,0,0,0.0,0,1
2631,Wrexham,2020-03-04,0,0,0.0,0,1
2632,Wrexham,2020-03-03,0,0,0.0,0,1
2633,Wrexham,2020-03-02,0,0,0.0,0,1
2634,Wrexham,2020-03-01,0,0,0.0,0,1
2635,Wrexham,2020-02-29,0,0,0.0,0,1
2636,Wrexham,2020-02-28,0,0,0.0,0,1
2637,Wrexham,2020-02-27,0,0,0.0,0,1
2638,Wrexham,2020-02-26,0,0,0.0,0,1
2639,Wrexham,2020-02-25,0,0,0.0,0,1
2640,Wrexham,2020-02-24,0,0,0.0,0,1
2641,Wrexham,2020-02-23,0,0,0.0,0,1
2642,Wrexham,2020-02-22,0,0,0.0,0,1
2643,Wrexham,2020-02-21,0,0,0.0,0,1
2644,Wrexham,2020-02-20,0,0,0.0,0,1
2645,Wrexham,2020-02-19,0,0,0.0,0,1
2646,Wrexham,2020-02-18,0,0,0.0,0,1
2647,Wrexham,2020-02-17,0,0,0.0,0,1
2648,Wrexham,2020-02-16,0,0,0.0,0,1
2649,Wrexham,2020-02-15,0,0,0.0,0,1
2650,Wrexham,2020-02-14,0,0,0.0,0,1
2651,Wrexham,2020-02-13,0,0,0.0,0,1
2652,Wrexham,2020-02-12,0,0,0.0,0,1
2653,Wrexham,2020-02-11,0,0,0.0,0,1
2654,Wrexham,2020-02-10,0,0,0.0,0,1
2655,Wrexham,2020-02-09,0,0,0.0,0,1
2656,Wrexham,2020-02-08,0,0,0.0,0,1
2657,Wrexham,2020-02-07,0,0,0.0,0,1
2658,Wrexham,2020-02-06,0,0,0.0,0,1
2659,Wrexham,2020-02-05,0,0,0.0,0,1
2660,Wrexham,2020-02-04,0,0,0.0,0,1
2661,Wrexham,2020-02-03,0,0,0.0,0,1
2662,Wrexham,2020-02-02,0,0,0.0,0,1
2663,Wrexham,2020-02-01,0,0,0.0,0,1
2664,Wrexham,2020-01-31,0,0,0.0,0,1
2665,Wrexham,2020-01-30,0,0,0.0,0,1
2666,Wrexham,2020-01-29,0,0,0.0,0,1
2667,Wrexham,2020-01-28,0,0,0.0,0,1
2668,Wrexham,2020-01-27,0,0,0.0,0,1
2669,Wrexham,2020-01-26,0,0,0.0,0,1
2670,Wrexham,2020-01-25,0,0,0.0,0,1
2671,Wrexham,2020-01-24,0,0,0.0,0,1
2672,Wrexham,2020-01-23,0,0,0.0,0,1
2673,Wrexham,2020-01-22,0,0,0.0,0,1
2674,Wrexham,2020-01-21,0,0,0.0,0,1
2675,Wrexham,2020-01-20,0,0,0.0,0,1
2676,Wrexham,2020-01-19,0,0,0.0,0,1
2677,Wrexham,2020-01-18,0,0,0.0,0,1
2678,Wrexham,2020-01-17,0,0,0.0,0,1
2679,Wrexham,2020-01-16,0,0,0.0,0,1
2680,Wrexham,2020-01-15,0,0,0.0,0,1
2681,Wrexham,2020-01-14,0,0,0.0,0,1
2682,Wrexham,2020-01-13,0,0,0.0,0,1
2683,Wrexham,2020-01-12,0,0,0.0,0,1
2684,Wrexham,2020-01-11,0,0,0.0,0,1
2685,Wrexham,2020-01-10,0,0,0.0,0,1
2686,Wrexham,2020-01-09,0,0,0.0,0,1
2687,Wrexham,2020-01-08,0,0,0.0,1,1
